882484,224.29995698
882485,223.41312457
882486,224.08198175
882487,224.00302042
882488,223.77027338
882489,223.06484317
882490,223.00134425
882491,223.47800628
882492,223.79410051
882493,222.75461394
882494,222.62974928
882495,223.77859255
882496,223.85339778
882497,223.39635791
882498,223.80137796
882499,223.43180904
882500,223.86269916
882501,222.82793531
882502,222.47036138
882503,222.59125218
882504,221.25343636
882505,221.12090303
882506,221.58863524
882507,221.57084939
882508,221.75789633
882509,221.96945909
882510,222.61579816
882511,223.13961498
882512,223.35349182
882513,222.89316984
882514,222.70295685
882515,223.27837989
882516,223.25317731
882517,223.22729323
882518,223.12034736
882519,223.16128854
882520,222.98484104
882521,221.75686844
882522,222.92058154
882523,222.60627746
882524,222.89241737
882525,222.999
882526,222.99888845
882527,222.97702731
882528,222.99833698
882529,222.6566102
882530,222.9976785
882531,222.19810362
882532,222.5767517
882533,222.98418182
882534,222.99363683
882535,223.24509322
882536,222.44696681
882537,223.36747573
882538,223.12268135
882539,222.23143491
882540,223.19158343
882541,223.39539532
882542,223.39903321
882543,222.76964099
882544,222.64943409
882545,223.37564838
882546,223.07731296
882547,223.054
882548,223.37141422
882549,223.39995297
882550,223.3835
882551,223.20644432
882552,223.29870516
882553,223.28425706
882554,223.31520862
882555,223.39920503
882556,223.41011942
882557,223.59140928
882558,223.90689919
882559,223.41421439
882560,223.06807261
882561,223.37975287
882562,222.83777552
882563,223.29426182
882564,222.61483882
882565,222.0360824
882566,221.77763587
882567,222.13738693
882568,221.25732167
882569,220.75434027
882570,220.96041356
882571,220.79928388
882572,221.04442232
882573,221.15652219
882574,222.25083521
882575,221.08328852
882576,221.84907799
882577,222.15168679
882578,221.89713192
882579,222.18431538
882580,221.36703914
882581,222.28455198
882582,222.08304896
882583,222.1653
882584,223.01142247
882585,221.63522146
882586,223.10085521
882587,222.91181965
882588,222.58573204
882589,222.02095496
882590,222.86064389
882591,223.21775173
882592,223.34411328
882593,223.4836801
882594,222.18381351
882595,222.24690094
882596,223.32947467
882597,223.10246527
882598,222.9674001
882599,223.3265713
882600,222.56865729
882601,222.6748988
882602,222.57729294
882603,223.08026796
882604,222.72464508
882605,222.6133424
882606,222.61968709
882607,222.60653677
882608,222.61359315
882609,222.74323994
882610,223.49419745
882611,223.2827961
882612,223.24368866
882613,223.194
882614,222.60142834
882615,222.92094679
882616,222.65434497
882617,222.76378564
882618,223.47051697
882619,223.68072552
882620,223.72590453
882621,224.00581107
882622,224.76929843
882623,224.62289791
882624,224.29198093
882625,224.91813631
882626,223.76980326
882627,223.74385565
882628,224.76201731
882629,224.73004094
882630,224.97649488
882631,224.96402222
882632,224.83349266
882633,224.46069764
882634,223.33207473
882635,224.74020634
882636,224.78652902
882637,224.44755873
882638,224.27417941
882639,223.84105085
882640,224.22521175
882641,223.86712135
882642,224.49624117
882643,224.07295497
882644,224.27918462
882645,224.65323575
882646,224.79209842
882647,224.50921349
882648,224.92835237
882649,224.97410334
882650,224.96619397
882651,224.78334555
882652,224.79823968
882653,224.91118042
882654,224.98698684
882655,224.96537567
882656,224.60231075
882657,224.98771137
882658,224.84999474
882659,224.991
882660,224.37711121
882661,224.32795918
882662,224.38280751
882663,224.36172727
882664,224.38801922
882665,224.1003602
882666,224.86160446
882667,224.99112945
882668,225.0
882669,224.99995764
882670,224.98251012
882671,225.0
882672,224.99985121
882673,224.99997634
882674,224.977
882675,224.977
882676,224.97777677
882677,224.66702764
882678,223.8455895
882679,223.71227216
882680,224.06285116
882681,223.86755879
882682,223.65784325
882683,224.40519557
882684,224.40139006
882685,224.44485462
882686,224.40438728
882687,224.49696355
882688,224.0823109
882689,224.3123889
882690,223.57955758
882691,224.56019351
882692,223.39477363
882693,224.59500087
882694,223.6787798
882695,224.399
882696,224.35866636
882697,224.44900758
882698,223.04085153
882699,223.00436621
882700,222.98560243
882701,222.76
882702,222.78483431
882703,222.95382909
882704,222.99947774
882705,222.74796727
882706,222.50867663
882707,222.07287584
882708,222.08892972
882709,222.88423162
882710,222.84646512
882711,222.50781917
882712,222.36570578
882713,222.76475568
882714,222.82999194
882715,224.15574259
882716,224.10012663
882717,222.66667405
882718,224.03645304
882719,224.09290728
882720,223.26621481
882721,223.88183877
882722,223.30715766
882723,222.76903269
882724,223.89639034
882725,223.59509129
882726,223.92475207
882727,223.96317547
882728,223.88823599
882729,222.66187417
882730,222.61457193
882731,223.88025812
882732,223.89058792
882733,223.5805
882734,223.897
882735,223.8268841
882736,223.97374246
882737,223.27672875
882738,223.69119931
882739,223.98860812
882740,223.99037563
882741,223.78102983
882742,223.93328304
882743,223.71305108
882744,223.58563578
882745,223.48712905
882746,223.63229269
882747,223.41798292
882748,223.87156108
882749,223.85289145
882750,223.97549431
882751,224.0
882752,223.99972746
882753,223.59673814
882754,223.99737832
882755,224.06649973
882756,224.27754286
882757,224.53170729
882758,224.257
882759,223.4983142
882760,224.50382726
882761,224.31183367
882762,223.70420681
882763,223.59341983
882764,223.26639816
882765,224.0
882766,223.48945661
882767,223.77829532
882768,223.81078018
882769,223.43753906
882770,223.97848149
882771,224.0
882772,223.97291529
882773,223.51228727
882774,223.99804226
882775,224.30842724
882776,224.02228951
882777,223.67419123
882778,223.35396229
882779,223.73423109
882780,223.45158608
882781,223.22008023
882782,224.26414854
882783,224.06524601
882784,223.25892315
882785,224.14776362
882786,224.22665984
882787,223.7612387
882788,224.08914432
882789,223.6978886
882790,223.36372324
882791,224.2650421
882792,223.55523584
882793,224.07437709
882794,224.063
882795,224.19867107
882796,223.99304417
882797,223.9633842
882798,224.0
882799,223.92586138
882800,223.96874284
882801,223.916
882802,223.916
882803,223.64087998
882804,223.92365432
882805,224.0
882806,223.99185401
882807,224.0
882808,224.0
882809,223.99990014
882810,223.155
882811,223.34701349
882812,223.8675472
882813,223.99923251
882814,224.0
882815,223.12190846
882816,224.17877449
882817,224.58773977
882818,223.81655379
882819,223.37575532
882820,223.17251001
882821,224.28496666
882822,224.28825149
882823,224.3832284
882824,224.35631754
882825,224.552184
882826,224.60364165
882827,224.69631053
882828,224.94602065
882829,224.92218008
882830,224.58932688
882831,224.9192564
882832,224.31781421
882833,224.89460024
882834,225.65597551
882835,225.00013222
882836,225.00082743
882837,224.38280604
882838,225.01229193
882839,225.72847071
882840,225.41063732
882841,225.735545
882842,225.05980792
882843,225.60039437
882844,225.11409524
882845,225.20046802
882846,225.59443646
882847,225.694379
882848,225.072
882849,225.16314431
882850,225.0723
882851,225.10314039
882852,225.36235858
882853,225.69147779
882854,225.28919186
882855,225.80657417
882856,225.26829276
882857,225.48710179
882858,225.11062222
882859,225.52413929
882860,225.43995501
882861,225.12
882862,225.31440189
882863,225.27144352
882864,225.12029137
882865,225.29503647
882866,225.40258021
882867,225.2184731
882868,225.11273518
882869,225.18927175
882870,225.065
882871,225.065
882872,222.05565664
882873,223.32890985
882874,223.99866656
882875,223.99996694
882876,223.99755086
882877,223.45826
882878,223.995
882879,223.54902385
882880,224.00012085
882881,224.102
882882,224.58666954
882883,224.49921554
